"taxon","position","date_start","n_obs","response","predictor","estimate","std_estimate","p_value","r2_cond","r2_marg","type","null_mean_estimate","null_sd_estimate","path_id","month","season"
"all_taxa","A",2024-03-08,"model","root","microclimate_1",1.724,0.611,0,0.38,0.25,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-08,"model","root","microclimate_2",0.074,0.1109,0.3439,0.38,0.25,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-08,"model","fauna","microclimate_1",0.9069,0.3841,0,0.47,0.13,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-08,"model","fauna","microclimate_2",0.154,0.2759,0.0014,0.47,0.13,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-08,"model","fauna","root",0.1311,0.1566,0.0083,0.47,0.13,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-09,"model","root","microclimate_1",1.7354,0.5741,0,0.35,0.24,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-09,"model","root","microclimate_2",0.0462,0.0689,0.5747,0.35,0.24,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-09,"model","fauna","microclimate_1",0.7833,0.3139,1e-04,0.51,0.12,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-09,"model","fauna","microclimate_2",0.1407,0.2543,0.0019,0.51,0.12,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-09,"model","fauna","root",0.1657,0.2007,4e-04,0.51,0.12,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-10,"model","root","microclimate_1",1.9265,0.5771,0,0.37,0.24,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-10,"model","root","microclimate_2",0.07,0.0988,0.3963,0.37,0.24,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-10,"model","fauna","microclimate_1",0.7785,0.2879,3e-04,0.54,0.13,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-10,"model","fauna","microclimate_2",0.1361,0.2373,0.0029,0.54,0.13,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-10,"model","fauna","root",0.1922,0.2372,0,0.54,0.13,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-11,"model","root","microclimate_1",1.9269,0.5414,0,0.31,0.22,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-11,"model","root","microclimate_2",0.0794,0.1096,0.3547,0.31,0.22,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-11,"model","fauna","microclimate_1",0.7524,0.2692,5e-04,0.54,0.12,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-11,"model","fauna","microclimate_2",0.136,0.2391,0.0032,0.54,0.12,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-11,"model","fauna","root",0.1771,0.2255,1e-04,0.54,0.12,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-12,"model","root","microclimate_1",1.9531,0.4925,0,0.32,0.19,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-12,"model","root","microclimate_2",0.0578,0.0773,0.5143,0.32,0.19,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-12,"model","fauna","microclimate_1",0.7388,0.245,0.0021,0.52,0.13,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-12,"model","fauna","microclimate_2",0.1277,0.2246,0.007,0.52,0.13,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-12,"model","fauna","root",0.1977,0.2599,0,0.52,0.13,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-13,"model","root","microclimate_1",1.9791,0.4496,0,0.31,0.17,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-13,"model","root","microclimate_2",0.021,0.0271,0.8256,0.31,0.17,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-13,"model","fauna","microclimate_1",0.8452,0.2544,0.0023,0.49,0.16,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-13,"model","fauna","microclimate_2",0.1138,0.1945,0.027,0.49,0.16,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-13,"model","fauna","root",0.2187,0.2897,0,0.49,0.16,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-15,"model","root","microclimate_1",1.6181,0.3394,0.0011,0.25,0.1,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-15,"model","root","microclimate_2",0.0164,0.0204,0.8713,0.25,0.1,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-15,"model","fauna","microclimate_1",1.1218,0.3212,3e-04,0.45,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-15,"model","fauna","microclimate_2",0.1205,0.2048,0.0345,0.45,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-15,"model","fauna","root",0.1991,0.2718,0,0.45,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-16,"model","root","microclimate_1",1.2005,0.2554,0.0194,0.16,0.06,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-16,"model","root","microclimate_2",0.0171,0.0215,0.8668,0.16,0.06,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-16,"model","fauna","microclimate_1",1.2542,0.3622,0,0.43,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-16,"model","fauna","microclimate_2",0.1167,0.199,0.045,0.43,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-16,"model","fauna","root",0.1772,0.2406,1e-04,0.43,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-17,"model","root","microclimate_1",1.356,0.2924,0.008,0.19,0.07,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-17,"model","root","microclimate_2",0.0139,0.0176,0.8912,0.19,0.07,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-17,"model","fauna","microclimate_1",1.4419,0.4185,0,0.44,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-17,"model","fauna","microclimate_2",0.122,0.2088,0.0352,0.44,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-17,"model","fauna","root",0.1494,0.2011,5e-04,0.44,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-18,"model","root","microclimate_1",1.2206,0.2685,0.0251,0.18,0.06,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-18,"model","root","microclimate_2",0.0152,0.0199,0.8822,0.18,0.06,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-18,"model","fauna","microclimate_1",1.5459,0.4538,0,0.45,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-18,"model","fauna","microclimate_2",0.1359,0.2364,0.0212,0.45,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-18,"model","fauna","root",0.1468,0.196,6e-04,0.45,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-19,"model","root","microclimate_1",1.1298,0.2435,0.0398,0.2,0.06,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-19,"model","root","microclimate_2",-0.0155,-0.02,0.8807,0.2,0.06,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-19,"model","fauna","microclimate_1",1.4938,0.4442,0,0.44,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-19,"model","fauna","microclimate_2",0.1204,0.2148,0.0356,0.44,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-19,"model","fauna","root",0.1366,0.1884,0.0012,0.44,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-20,"model","root","microclimate_1",1.8871,0.3676,0.0022,0.25,0.1,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-20,"model","root","microclimate_2",0.0535,0.0635,0.6387,0.25,0.1,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-20,"model","fauna","microclimate_1",1.7408,0.5113,0,0.39,0.17,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-20,"model","fauna","microclimate_2",0.1268,0.2269,0.0242,0.39,0.17,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-20,"model","fauna","root",0.0627,0.0945,0.0756,0.39,0.17,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-21,"model","root","microclimate_1",1.7369,0.3325,0.0071,0.25,0.08,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-21,"model","root","microclimate_2",0.0385,0.0454,0.7442,0.25,0.08,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-21,"model","fauna","microclimate_1",1.6229,0.4835,0,0.37,0.15,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-21,"model","fauna","microclimate_2",0.112,0.2054,0.049,0.37,0.15,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-21,"model","fauna","root",0.0534,0.0831,0.125,0.37,0.15,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-22,"model","root","microclimate_1",1.5669,0.2924,0.0226,0.21,0.06,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-22,"model","root","microclimate_2",0.0608,0.0703,0.622,0.21,0.06,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-22,"model","fauna","microclimate_1",1.4359,0.4303,0,0.34,0.13,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-22,"model","fauna","microclimate_2",0.0916,0.17,0.1217,0.34,0.13,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-22,"model","fauna","root",0.0705,0.1132,0.042,0.34,0.13,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-23,"model","root","microclimate_1",1.5809,0.2893,0.0251,0.19,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-23,"model","root","microclimate_2",0.0997,0.1134,0.4233,0.19,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-23,"model","fauna","microclimate_1",1.3629,0.4144,0,0.32,0.13,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-23,"model","fauna","microclimate_2",0.0685,0.1296,0.2347,0.32,0.13,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-23,"model","fauna","root",0.0638,0.1059,0.0645,0.32,0.13,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-24,"model","root","microclimate_1",1.6619,0.2988,0.0148,0.22,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-24,"model","root","microclimate_2",0.1135,0.1274,0.3459,0.22,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-24,"model","fauna","microclimate_1",1.2481,0.3838,1e-04,0.27,0.12,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-24,"model","fauna","microclimate_2",0.0456,0.0876,0.4244,0.27,0.12,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-24,"model","fauna","root",0.0529,0.0904,0.1301,0.27,0.12,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-25,"model","root","microclimate_1",1.4889,0.2545,0.0173,0.24,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-25,"model","root","microclimate_2",0.0914,0.0979,0.4179,0.24,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-25,"model","fauna","microclimate_1",1.1911,0.3744,1e-04,0.23,0.12,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-25,"model","fauna","microclimate_2",0.0248,0.0489,0.6429,0.23,0.12,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-25,"model","fauna","root",0.019,0.0349,0.5378,0.23,0.12,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-26,"model","root","microclimate_1",1.5737,0.2562,0.0222,0.23,0.03,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-26,"model","root","microclimate_2",0.1287,0.1377,0.2932,0.23,0.03,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-26,"model","fauna","microclimate_1",1.0998,0.332,0.0014,0.17,0.09,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-26,"model","fauna","microclimate_2",0.0224,0.0445,0.7015,0.17,0.09,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-26,"model","fauna","root",0.016,0.0297,0.6088,0.17,0.09,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-27,"model","root","microclimate_1",1.7723,0.264,0.0093,0.24,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-27,"model","root","microclimate_2",0.1843,0.1948,0.1094,0.24,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-27,"model","fauna","microclimate_1",1.3269,0.3636,2e-04,0.19,0.1,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-27,"model","fauna","microclimate_2",0.0403,0.0783,0.4841,0.19,0.1,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-27,"model","fauna","root",0.019,0.035,0.5472,0.19,0.1,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-28,"model","root","microclimate_1",1.5601,0.2153,0.0263,0.21,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-28,"model","root","microclimate_2",0.2338,0.2446,0.0384,0.21,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-28,"model","fauna","microclimate_1",1.3376,0.3356,5e-04,0.14,0.08,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-28,"model","fauna","microclimate_2",0.0769,0.1463,0.1924,0.14,0.08,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-28,"model","fauna","root",0.0105,0.019,0.7428,0.14,0.08,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-29,"model","root","microclimate_1",1.1046,0.1411,0.1487,0.17,0.04,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-29,"model","root","microclimate_2",0.2341,0.2346,0.0431,0.17,0.04,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-29,"model","fauna","microclimate_1",1.6113,0.3739,1e-04,0.15,0.1,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-29,"model","fauna","microclimate_2",0.0985,0.1794,0.108,0.15,0.1,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-29,"model","fauna","root",0.0055,0.01,0.8535,0.15,0.1,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-30,"model","root","microclimate_1",1.1915,0.1462,0.1078,0.2,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-30,"model","root","microclimate_2",0.1565,0.1548,0.1425,0.2,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-30,"model","fauna","microclimate_1",1.8152,0.3887,1e-04,0.17,0.11,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-30,"model","fauna","microclimate_2",0.0955,0.1649,0.1352,0.17,0.11,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-30,"model","fauna","root",0.0116,0.0203,0.6921,0.17,0.11,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-03-31,"model","root","microclimate_1",1.0425,0.1226,0.1734,0.19,0.02,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",3,"Spring"
"all_taxa","A",2024-03-31,"model","root","microclimate_2",0.167,0.1601,0.1182,0.19,0.02,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",3,"Spring"
"all_taxa","A",2024-03-31,"model","fauna","microclimate_1",1.4909,0.2995,0.004,0.12,0.07,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",3,"Spring"
"all_taxa","A",2024-03-31,"model","fauna","microclimate_2",0.0445,0.0728,0.5205,0.12,0.07,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",3,"Spring"
"all_taxa","A",2024-03-31,"model","fauna","root",0.0138,0.0237,0.6425,0.12,0.07,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",3,"Spring"
"all_taxa","A",2024-04-01,"model","root","microclimate_1",0.723,0.0757,0.3622,0.21,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"all_taxa","A",2024-04-01,"model","root","microclimate_2",0.2978,0.2501,0.0063,0.21,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"all_taxa","A",2024-04-01,"model","fauna","microclimate_1",1.6186,0.3034,0.0034,0.17,0.09,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"all_taxa","A",2024-04-01,"model","fauna","microclimate_2",-0.0032,-0.0048,0.9655,0.17,0.09,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"all_taxa","A",2024-04-01,"model","fauna","root",0.0023,0.0041,0.9347,0.17,0.09,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"all_taxa","A",2024-04-02,"model","root","microclimate_1",0.5113,0.0529,0.5308,0.2,0.05,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"all_taxa","A",2024-04-02,"model","root","microclimate_2",0.2855,0.2431,0.0077,0.2,0.05,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"all_taxa","A",2024-04-02,"model","fauna","microclimate_1",1.6521,0.3037,0.0029,0.14,0.08,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"all_taxa","A",2024-04-02,"model","fauna","microclimate_2",0.0295,0.0446,0.6813,0.14,0.08,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"all_taxa","A",2024-04-02,"model","fauna","root",0.0152,0.0269,0.5914,0.14,0.08,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"all_taxa","A",2024-04-03,"model","root","microclimate_1",0.4459,0.0456,0.5733,0.23,0.07,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"all_taxa","A",2024-04-03,"model","root","microclimate_2",0.3554,0.295,5e-04,0.23,0.07,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"all_taxa","A",2024-04-03,"model","fauna","microclimate_1",1.4919,0.2763,0.0058,0.16,0.07,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"all_taxa","A",2024-04-03,"model","fauna","microclimate_2",0.0164,0.0246,0.8252,0.16,0.07,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"all_taxa","A",2024-04-03,"model","fauna","root",0.0118,0.0214,0.6703,0.16,0.07,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"all_taxa","A",2024-04-04,"model","root","microclimate_1",0.3784,0.0389,0.6207,0.26,0.09,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"all_taxa","A",2024-04-04,"model","root","microclimate_2",0.3838,0.3174,1e-04,0.26,0.09,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"all_taxa","A",2024-04-04,"model","fauna","microclimate_1",1.5244,0.281,0.0054,0.16,0.07,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
"all_taxa","A",2024-04-04,"model","fauna","microclimate_2",0.0281,0.0417,0.7121,0.16,0.07,"observed",-0.00417677149793913,0.0755608285345694,"microclimate_2 -> fauna",4,"Spring"
"all_taxa","A",2024-04-04,"model","fauna","root",0.0122,0.0219,0.6612,0.16,0.07,"observed",0.00151940884196262,0.0770696039113462,"root -> fauna",4,"Spring"
"all_taxa","A",2024-04-05,"model","root","microclimate_1",0.334,0.0344,0.6562,0.26,0.09,"observed",-0.00120749816498221,0.0754488899503128,"microclimate_1 -> root",4,"Spring"
"all_taxa","A",2024-04-05,"model","root","microclimate_2",0.3869,0.3198,1e-04,0.26,0.09,"observed",0.00156743266896279,0.0749605247685457,"microclimate_2 -> root",4,"Spring"
"all_taxa","A",2024-04-05,"model","fauna","microclimate_1",1.3424,0.246,0.0127,0.16,0.05,"observed",-0.00184604765400034,0.0771923483573267,"microclimate_1 -> fauna",4,"Spring"
